period_year,yahoo_ticker,yf_current_ratio,yf_quick_ratio,yf_cash_ratio,yf_debt_to_assets,yf_debt_to_equity,yf_equity_ratio,yf_interest_coverage,yf_gross_margin,yf_operating_margin,yf_net_margin,yf_roa,yf_roe,yf_asset_turnover,organization_number,issuer_name
2024,Z85.F,2.52845697638123,1.1029029237332224,0.5810009364270107,0.2859171384919565,0.9314322520201429,0.3069650399928103,6.647909967845659,0.485805575976927,0.11692020584742407,0.07761692020584743,0.04933944459423025,0.16073310692118514,0.6356789790599443,929975200,Austevoll Seafood ASA
2024,ALIV-SDB.ST,0.9587118084227911,0.7052023121387283,0.09083402146985962,0.26499231163505893,0.9086115992970123,0.291645310097386,9.074074074074074,0.18546679499518767,0.09432146294513956,0.06217516843118383,0.08277806253203486,0.28383128295254834,1.3313685289595079,199938117,Autoliv Inc
2024,0HB5.IL,,,,0.14044655123205668,2.9647564715890025,0.04737203631324984,,,,0.17744041293456808,0.004321034208926884,0.09121487158275908,0.024352029717831437,199937853,BNP Paribas SA
2024,BBVA,,,,0.09830373303020966,1.3643224206705717,0.07205315366868548,,,,0.25625079648273225,0.013016538020357274,0.18065188486002803,0.05079608804741573,199938389,Banco Bilbao Vizcaya Argentaria S.A.
2024,BAYN.MU,1.1896932854379663,0.7267546283503731,0.21383669521967394,0.3671357690572846,1.2754481634699761,0.2878484438430311,1.410941475826972,0.5436209930051925,0.07138565849890573,-0.054756898253443764,-0.023022101939557962,-0.07997994233421085,0.4204420387911592,199938502,Bayer AG
2024,BRGO.OL,,,,,,,,,,,,,,998753562,Borregaard ASA
2024,CARL-B.CO,0.5724746322490929,0.4431262629554788,0.25078764965343414,0.3345848831496947,1.3733751035252602,0.24362235946382202,7.465972222222222,0.4583327778592473,0.14332564557198277,0.12152884243644266,0.0799705242473156,0.32825609448705484,0.6580374061337638,199936574,Carlsberg Breweries A/S
2025,CARL-B.CO,0.6025007209656821,0.456041692415441,0.19744160177975528,0.4587249520963918,2.5400302114803623,0.18059822675457113,4.323620157696263,0.4516078343341377,0.14155676525057523,0.06683876760760986,0.03868013380533273,0.21417781614156237,0.5787080640446883,199936574,Carlsberg Breweries A/S
2024,CAST.ST,0.341644204851752,0.341644204851752,0.20215633423180593,0.38070049854617094,0.7590496880288984,0.5015488505565093,3.1135161135161136,0.6869378577269011,0.6615903515944399,0.24090351594439902,0.0149310460600916,0.029769873948518454,0.06197936132878075,181305440,Castellum AB
2024,CATE.ST,1.031628532974428,1.031628532974428,0.6662180349932705,0.3861974610864397,0.7454435256937529,0.5180774234064505,3.465069860279441,0.8157774737802097,0.791609667122663,0.49247606019151846,0.024222850222042795,0.04675527079094333,0.04918584308975912,199938447,Catena AB
2024,CTY1S.HE,4.372113676731794,4.372113676731794,3.127886323268206,0.4953173293672004,1.1468388485337637,0.4318979340475471,2.4921671018276763,0.6680149346608587,0.5939639079029247,-0.1179215930304916,-0.008807603820501499,-0.020392789884315306,0.07469033952266971,199934341,Citycon Oyj
2024,COLO-B.CO,1.0235201881615053,0.6636613092904743,0.07722461779694237,0.4707216108834481,1.2612306320365623,0.37322405508289475,9.164779874213837,0.6758786533481317,0.26955234924158344,0.18690344062153164,0.10509017535830924,0.2815739605395162,0.5622698812223077,260002879,Coloplast A/S
2024,ZZMS.F,,,,0.09895681209275826,1.5923755367297203,0.062144142389920776,,,,0.21655071994822844,0.004826501948990888,0.07766624115121272,0.022288090061047948,252536604,Commerzbank AG
